"Year","TTI_ALL","TTI_DEEP","TTI_SHALLOW","GES_ALL","LAG1_ALL","DIP_ALL","DIN_ALL","CHLA_ALL","DO2_ALL","Secchi_ALL","DO2_Mt_ALL","DIP_SHALLOW","DIN_SHALLOW","CHLA_SHALLOW","DO2_SHALLOW","Secchi_SHALLOW","DO2_Mt_SHALLOW","DIP_DEEP","DIN_DEEP","CHLA_DEEP","DO2_DEEP","Secchi_DEEP","DO2_Mt_DEEP","TN_load","TP_load","PPR_ALL"
1964,0.771897601487245,0.763558831622702,0.778318629950031,0.647379838655007,0.60606343072786,0.143373755989961,3.41601637339043,1.14143374816389,8.2868818359375,5.60247230529785,10.932,0.160665984733458,3.94937347608494,1.52245207812165,10.520703125,5.42391109466553,0.6,0.121535831727965,2.74245299494974,0.660255205162171,5.4658447265625,5.82797193527222,10.333,940,46.8,2.7688623618558
1965,0.771508118504279,0.763495177963599,0.777685251729478,0.664904074300048,0.602843310058075,0.167512276049162,3.60532317638036,1.23453570686159,8.2974619140625,5.5906925201416,10.859,0.185193803340754,4.0898116260326,1.70298748041804,10.5481376953125,5.39453125,0.591,0.145182716363258,2.99347480065865,0.642939649287527,5.45514013671875,5.83842039108276,10.269,982,48.6,2.90328594124592
1966,0.764589534164653,0.759368264041017,0.768654622207683,0.644363094027524,0.580005875307889,0.156599101309296,3.64156621754618,1.14890964249722,8.44816015625,5.60100126266479,10.886,0.174859728542614,4.14495022252954,1.53641782104927,10.6722880859375,5.42100191116333,0.602,0.133538210754763,3.0058551164158,0.659535231618906,5.63936328125,5.82831811904907,10.284,1017,50.3,2.76400928280291
1967,0.752966896446109,0.757848897023621,0.749040783765673,0.623178089621043,0.58711273811945,0.163829113707491,3.78016695276647,1.23234727567271,8.2539140625,5.57070970535278,10.959,0.176264179663368,4.31501792653815,1.69122621388052,10.514853515625,5.3786940574646,0.538,0.148125179150213,3.10471700181249,0.652840513030902,5.39862939453125,5.81320142745972,10.421,1047,51.4,2.95456635190164
1968,0.737149660915089,0.738751828264188,0.735874905004523,0.578401464307505,0.598400108467223,0.137486659017238,3.79050244175601,1.24474764371885,8.025078125,5.59654808044434,11.863,0.159170592292628,4.30816884060399,1.77820509223543,10.5288388671875,5.40588665008545,0.615,0.110102560669117,3.13675446174084,0.571057541043019,4.86314111328125,5.83732938766479,11.249,1064,52.5,2.65138174042707
1969,0.737048724016177,0.731950222439671,0.741027908238299,0.57158836689038,0.608899396651074,0.144439810663786,3.97309515325148,1.09276745182202,8.1398662109375,5.61023426055908,11.469,0.166755461604658,4.45207480878003,1.49850890351836,10.5416015625,5.43256378173828,0.656,0.116257931836446,3.36820369619149,0.58036669518579,5.1067744140625,5.83461046218872,10.814,1056,52.7,2.66080807974565
1970,0.752052831162911,0.740654887356215,0.760771933266777,0.5917225950783,0.575890335118523,0.169898266045914,4.34925222519436,1.55920148432965,8.190068359375,5.58275461196899,10.941,0.194507167534439,4.95692689597612,2.3012058031246,10.4168115234375,5.38910436630249,0.698,0.1388202983155,3.58183504414103,0.622142742147082,5.37797021484375,5.82731056213379,10.243,1044,52.1,2.7901736548374
1971,0.758921207024712,0.746179243588668,0.768617114812231,0.597518812283913,0.561058007366732,0.191084338443573,4.28266591466407,1.36302676661409,8.10781787109375,5.55224132537842,11.092,0.211938964298865,4.81177311065961,1.90407658675383,10.466275390625,5.3410758972168,0.651,0.164747551746174,3.61446963736393,0.679748447234991,5.129380859375,5.81891679763794,10.441,1048,53.3,2.95149700608795
1972,0.760069137489446,0.74775788087574,0.769447682540748,0.590366754796285,0.557459381284885,0.189180097215589,4.0072815109352,1.38145520021312,7.97353515625,5.56262731552124,11.328,0.207201802270813,4.52952565496804,1.87062823731764,10.268640625,5.37115812301636,0.699,0.166420935518981,3.34775241073474,0.76369077587224,5.0751044921875,5.80442905426025,10.629,1086,54.5,2.95853755428276
1973,0.743404440981357,0.720265715326505,0.760553163464595,0.538133007931666,0.53368133233905,0.20289808863737,4.20711624509027,1.30338000591673,7.8837177734375,5.54619646072388,11.244,0.220316718184876,4.815601152817,1.78782814398014,10.3432978515625,5.34308290481567,0.636,0.180900535953523,3.43867583601346,0.69158253869494,4.777576171875,5.80270338058472,10.608,1095,54.5,3.08319330907671
1974,0.734519751751304,0.705903538001061,0.755477864006554,0.512100874516982,0.518495921180485,0.211357820440855,3.92160914563286,1.5681740515534,7.77086181640625,5.5336594581604,11.214,0.23133612506039,4.482280020012,2.18806464232982,10.184033203125,5.32583713531494,0.642,0.186127717969039,3.21355188637396,0.785329689909898,4.723328125,5.79611301422119,10.573,1106,56.3,3.16617697204997
1975,0.71917301382479,0.695121588585434,0.737076579823365,0.462748288251644,0.524797753824599,0.206723937467371,4.22461216229072,1.30904304884067,7.53555908203125,5.54399013519287,12.12,0.222110071210535,4.97006989351735,1.77755683924464,10.186720703125,5.33291721343994,0.652,0.187293173026752,3.28319219170621,0.717368671737133,4.18747314453125,5.81054830551147,11.468,1135,58.95,3.16717187909131
1976,0.71512993664595,0.694565356461282,0.73058582975881,0.443868212324588,0.552191376855806,0.227311167807982,3.74122549230823,1.83893843248086,7.9504423828125,5.52956295013428,11.436,0.256369618361002,4.35458310722339,2.67149404721323,10.4650205078125,5.31339025497437,0.638,0.190613975574364,2.9666314628907,0.787524717793671,4.7748447265625,5.80256223678589,10.799,1160,60.5,3.09557743189951
1977,0.705313998075072,0.674033823946111,0.728289599717776,0.406785980611484,0.497776986870947,0.253145417065381,3.62586083889728,2.06531815647102,7.81088330078125,5.52947521209717,11.418,0.298722538795523,4.48278303393923,3.08135462756075,10.140642578125,5.3047947883606,0.814,0.195587207121113,2.54367517785087,0.782191045894103,4.8686884765625,5.81321907043457,10.604,1177,62.5,3.11332239100351
1978,0.695523189083112,0.644249317815076,0.731693894492918,0.354009897634059,0.479306487695749,0.277433415614131,3.33112351451341,1.55843172251427,7.8843017578125,5.50808811187744,11.278,0.31540970152449,4.11690401509751,2.13047709180578,10.3007216796875,5.28551006317139,0.718,0.229474111595893,2.338780924507,0.836009897409201,4.83266552734375,5.78917646408081,10.56,1235,65.96666667,3.33713230465293
1979,0.696333028662572,0.642401718123984,0.734151716172045,0.378753982780828,0.467719702619031,0.252451581199956,2.79772852842742,1.63210100001445,7.95119677734375,5.56424140930176,11.574,0.281140655139334,3.68483479358221,2.29214300613849,10.3340400390625,5.36080026626587,0.742,0.21622086547625,1.67742415828803,0.79855041765298,4.94196337890625,5.82116222381592,10.833,1254,68.3,3.15496068493883
1980,0.709887671381762,0.666055895862583,0.741118643073081,0.42295437597451,0.523597270241566,0.216996097810988,2.28010544535553,1.40823994796306,7.66920556640625,5.59483671188354,12.393,0.247980663152752,3.10797975647423,1.91840627660658,10.013681640625,5.40552997589111,0.966,0.177866463264674,1.23460363220969,0.763963619492374,4.70842529296875,5.83390712738037,11.427,1245,67.9,2.78472880465897
1981,0.715921009207324,0.684880554850218,0.738657251303389,0.45234221408718,0.498330621652769,0.236269374755815,2.32964438403101,1.35730871518664,7.85735400390625,5.58023548126221,11.71,0.260767531070616,3.20208771222537,1.79728386038724,10.23651953125,5.39005041122437,0.789,0.20533126434235,1.22785747115816,0.801675081109083,4.85276513671875,5.82041501998901,10.921,1237,68.5,3.03455984739404
1982,0.701893380390557,0.653554865555055,0.736111072029821,0.420649447495085,0.468233792059295,0.208269072720425,2.2557365607323,1.25339817105238,7.63771923828125,5.61065244674683,12.75,0.227243023651816,3.09779940803203,1.65711403724673,10.193166015625,5.43590688705444,0.812,0.184307343464075,1.19231639922858,0.743555475810876,4.4105087890625,5.83133411407471,11.938,1225,68,2.80281086327224
1983,0.696911695308471,0.66084747354842,0.723187336554885,0.418988543149617,0.496536957946354,0.236492852370796,2.21402716191567,1.29259130692829,7.644009765625,5.60000801086426,12.935,0.266519819910094,2.89300275538984,1.72549069373219,10.3024052734375,5.41400861740112,0.755,0.198572544198424,1.35656582445758,0.745893471599168,4.2867890625,5.83490228652954,12.18,1217,67.6,2.97581469847969
1984,0.699038740823158,0.666118144519644,0.723175750039461,0.425123720425734,0.507852574966669,0.214573277471923,1.93538805509357,1.24140068931594,7.67855078125,5.62054872512817,13.175,0.24282178901103,2.50430807961075,1.60655810526353,10.3177861328125,5.45463800430298,0.767,0.178898937012068,1.2169131499308,0.780252498908878,4.3455263671875,5.83007335662842,12.408,1231,67.1,2.8295126951613
1985,0.716110111934567,0.703859136503172,0.725509752116036,0.471256186021287,0.532630556120489,0.192044475150896,2.03274546345394,1.21620928084255,7.57330615234375,5.63453722000122,13.519,0.219728106517188,2.83098674080148,1.62909833182735,10.1786923828125,5.46744585037231,0.914,0.157083507768284,1.02466646935283,0.694781999388027,4.28302880859375,5.84555292129517,12.605,1247,68.3,2.718144391363
1986,0.713169772518247,0.700580592113531,0.722824512733644,0.471696834112942,0.558044087406503,0.19202480679909,1.99469094121904,1.28294833921726,7.5236787109375,5.61241674423218,13.52,0.222491201087927,2.75163046974795,1.7251504744434,10.133681640625,5.42880392074585,0.858,0.153549557547841,1.0387708952771,0.724502294996894,4.22757177734375,5.8442964553833,12.662,1254,68.7,2.7546235125441
1987,0.689943355549881,0.668062064790062,0.706424902000906,0.41193817368314,0.516894334847355,0.238392288911438,2.09228715675114,1.57800208028524,7.5522763671875,5.56839227676392,13.094,0.267250600039111,2.86458098314308,2.20231985268153,10.247625,5.3539400100708,0.804,0.201947847764878,1.11697655110735,0.789566741426294,4.14838720703125,5.8392186164856,12.29,1234,67,3.01682553300568
1988,0.687395048080934,0.662866168081151,0.705772945780907,0.371432445257949,0.403105439179265,0.280612252115801,1.98335164417279,1.70973580445689,7.39687158203125,5.50631380081177,13.241,0.32044851066246,2.64165566738657,2.39369117176963,10.15463671875,5.26675415039062,0.804,0.230304035059027,1.15199591706828,0.845985634856863,3.91415844726563,5.80884790420532,12.437,1199,64.9,3.21525903433059
1989,0.676177151211928,0.649198431660274,0.696335067668873,0.350721984950173,0.331387137595191,0.303415390310416,2.0503293502764,1.67084224470485,7.39246533203125,5.50726175308228,13.231,0.341528749835019,2.67310818239822,2.31266260382056,10.1677509765625,5.26520586013794,0.71,0.25528297944455,1.26383750069556,0.86030332574426,3.887626953125,5.81294822692871,12.522,1152,62,3.51217464647598
1990,0.672318158447461,0.628549261722449,0.703960206441702,0.332350349128873,0.30965697240865,0.294731778859455,2.17515611404789,1.53464234086032,7.3392177734375,5.53235864639282,13.011,0.340928704434089,2.89757089773207,2.0793227386888,10.051849609375,5.30313491821289,0.718,0.236390834103253,1.26283650702374,0.846779055496191,3.91350317382813,5.82183980941772,12.293,1103,58.6,3.55696685025126
1991,0.669603940718652,0.603501698655834,0.715439458681091,0.319639346484984,0.296773665062256,0.284085679873335,2.09753296780056,1.50820742881258,7.49327001953125,5.55170059204102,12.715,0.320937354450392,2.83031806567682,2.02399291774788,10.2061435546875,5.3434681892395,0.711,0.237546619450361,1.17211694970883,0.856834802999977,4.06725,5.81467247009277,12.004,1076,56,3.33984735885113
1992,0.679362525540572,0.586453839904748,0.740337245997442,0.330147108670599,0.270275461550629,0.296227666805603,1.94964049745954,1.52179983737232,7.56583349609375,5.51879024505615,12.661,0.325201130323947,2.51746243373202,2.09189364265878,10.3214326171875,5.29060745239258,0.612,0.259637802577762,1.23255234054519,0.801842593760333,4.08585546875,5.80695629119873,12.05,1097,53.25,3.56367644898302
1993,0.670810899479042,0.559989143964097,0.741719859972114,0.334180733509593,0.227332045285065,0.344640557952736,1.85420406037919,1.5308807987411,7.99856982421875,5.53668022155762,11.626,0.371276980345421,2.34927876027748,2.05905108576746,10.575013671875,5.31824254989624,0.581,0.311002084656414,1.22898657333472,0.863867720403578,4.74484375,5.81254005432129,11.045,1075,49.36,3.60624272635427
1994,0.65518054645489,0.534365954092702,0.732118526700333,0.316317537794048,0.16156814227284,0.322275308130935,1.98103393657259,1.5733188670292,7.80854345703125,5.52611255645752,12.185,0.352076512050363,2.6529889567699,2.12489321627619,10.3464599609375,5.29830694198608,0.691,0.284640111201593,1.13243870595186,0.876749382413573,4.6034716796875,5.81380271911621,11.494,1059,45,3.50658037140791
1995,0.636565436135362,0.50081092404161,0.722255873318092,0.300454206494475,0.148184868822453,0.380254590558061,2.05706373620213,1.6245650231322,7.93814794921875,5.4930682182312,11.283,0.397631527532933,2.66777776080294,2.18014030633505,10.4484677734375,5.26020908355713,0.584,0.358309690384007,1.28580823103863,0.922942858841697,4.767927734375,5.78713989257812,10.699,1059,43.6,3.71007770339006
1996,0.613354229673798,0.471858769395941,0.703458813345653,0.268422479831876,0.119220730797912,0.329031713263728,1.58818561066267,1.41510253142118,7.90324609375,5.56955099105835,11.346,0.346066830324005,2.06901245247779,1.84553794559498,10.3002919921875,5.37687492370605,0.713,0.307518488931869,0.980961388126268,0.871516385653732,4.87607666015625,5.81287670135498,10.632,1053,42.1,3.3385930419984
1997,0.661768637270791,0.548838151997345,0.734256525144081,0.349366144668158,0.0373562244367614,0.379604199059277,1.67430202976561,1.69956244647533,8.110255859375,5.51440572738647,11.52,0.387464925504911,2.16831108562495,2.28056136109565,10.447376953125,5.29488468170166,0.693,0.369677083745774,1.0504303179915,0.965833412353612,5.158763671875,5.79163360595703,10.827,1043,40.7,3.51087813160817
1998,0.673130891919882,0.576706873743426,0.736283105635473,0.340282014778659,0.0345824011931394,0.414381224891158,2.00991544207499,1.65183789537385,7.86162890625,5.5013279914856,11.117,0.421774538392252,2.60035481447205,2.15314843969257,10.186806640625,5.27434587478638,0.712,0.405044393723979,1.26426428935389,1.01874531598687,4.9252197265625,5.78797817230225,10.405,1042,40.9,3.75323375002306
1999,0.697577283329271,0.607433063641605,0.756283593083023,0.405023388244865,0.0473188258423158,0.355758437625364,2.13265494430469,1.89831255484086,7.5227548828125,5.50458717346191,12.395,0.371029991772188,2.72432181346766,2.60687166847285,10.113798828125,5.28093719482422,0.751,0.336472372898347,1.38545361654229,1.00349092784506,4.25059033203125,5.78702878952026,11.644,1053,40.8,3.39249465625906
2000,0.670083325669968,0.567661953897471,0.736604273554323,0.322181547013762,0.144659684089214,0.372543965352654,2.12097842908335,1.6445765660139,7.45196435546875,5.51276397705078,12.436,0.391337979684009,2.67573145655443,2.15009441349597,10.1382890625,5.29394865036011,0.644,0.348809473539302,1.42039467104228,1.00617068842853,4.05947192382813,5.78910064697266,11.792,997,38.6,3.73317595250248
2001,0.650971162957819,0.531485114452702,0.727460237517319,0.304725103382821,0.126384086954557,0.298666447779706,1.93417092573309,1.58217962806217,7.2251416015625,5.54092407226562,13.371,0.329174461761925,2.52442121636152,2.13174623455435,9.918033203125,5.32195615768433,0.83,0.260138638056037,1.18875855966029,0.888145671681077,3.82435571289062,5.8174524307251,12.541,936,36.5,3.37671559837496
2002,0.627928696720438,0.491071865809573,0.714731223633415,0.267405599620365,0.0981035184055318,0.334252164386435,1.91620390734014,1.47113621888356,7.4442119140625,5.56651258468628,12.835,0.354317889031792,2.38476317844495,1.89598130754807,10.2211298828125,5.36689186096191,0.692,0.308911661345025,1.32447209379417,0.934609955730617,3.93731079101563,5.81860876083374,12.143,899,35.25,3.47266999561316
2003,0.63738305534258,0.514219063531785,0.716544733996452,0.260253542132737,0.0309950737803087,0.339684973291965,1.61356370591697,1.95405036758398,7.4275126953125,5.51764106750488,12.503,0.357013841796989,2.07024951274283,2.71067470046285,9.9961787109375,5.30207872390747,0.857,0.317800777589241,1.03682659418172,0.998528374364775,4.18360888671875,5.78986930847168,11.646,874,34,3.39628574199791
2004,0.665858351229957,0.551475949428552,0.73887972809002,0.330486068741102,0.0282268998711952,0.385427975987255,1.74933662836963,1.62847467290967,7.50352734375,5.52819204330444,12.106,0.394777886070572,2.34286228415149,2.09310826649171,10.027099609375,5.31344509124756,0.784,0.373620207810874,0.999787885360561,1.04170049956676,4.3165712890625,5.79938983917236,11.321,877,33.2,3.5399482691706
2005,0.672646809687368,0.565664161113054,0.741457333441954,0.34034980679276,0.0314639685445055,0.413652939052503,1.9075459758802,1.81055631695142,7.53607568359375,5.50522708892822,12.227,0.424381112133654,2.43745280587207,2.36268817838383,10.1178955078125,5.28753471374512,0.731,0.400104596921986,1.23833986075598,1.11328276410598,4.27556103515625,5.7801456451416,11.496,905,33.8,3.54040307446263
2006,0.667604378395786,0.562057556152855,0.735908334845593,0.340112534743407,0.0442258151989696,0.343011398617867,1.97299442746738,1.6365605876983,7.30144384765625,5.54896974563599,13.384,0.369038322604047,2.63010877784212,2.17076584961709,9.9188603515625,5.33786821365356,0.877,0.31014264565295,1.14314110851055,0.961926090133736,3.9959736328125,5.81556463241577,12.507,904,33.75,3.26912181294596
2007,0.666005212194003,0.56706155206055,0.730835327660878,0.348145888414345,0.0906802928615009,0.371710692950716,2.00089445399987,1.71649400231689,7.25964453125,5.48855686187744,12.694,0.397499162361582,2.5537411226464,2.26982467845192,9.9142060546875,5.25902795791626,0.727,0.339143078319831,1.30271818895722,1.01770649629238,3.90726538085937,5.77842283248901,11.968,912,34.1,3.67472009203688
2008,0.675811204797646,0.579915644182581,0.738561067307555,0.360212866924276,0.0994904300273428,0.372525897929193,1.98798602446336,1.68342396184151,7.10091357421875,5.50350379943848,13.088,0.401277962045672,2.49026846321083,2.20955400200964,9.9052890625,5.27514600753784,0.743,0.336215633482342,1.35366606384979,1.01898746035982,3.55933862304687,5.79189109802246,12.345,930,34.7,3.72887463422136
2009,0.674414640116065,0.559951074149577,0.746998167378659,0.360924683072334,0.0939088875330486,0.32795060360593,1.97994582526036,1.59616325713676,7.060109375,5.53815650939941,13.566,0.354185121429687,2.58404346879967,2.11749724110875,10.01866015625,5.32103824615479,0.742,0.294819685562719,1.21704598266949,0.93778357536991,3.32383032226562,5.81234931945801,12.824,944,34.3,3.46137496436477
2010,0.650678092609966,0.505214749726124,0.740169760451506,0.310724696630737,0.043773868438298,0.307369509408007,1.91635961443713,1.5448762217725,7.4969619140625,5.56506013870239,13.001,0.328707161540999,2.59032750624948,2.04121050166201,10.136443359375,5.364905834198,0.859,0.280422720875355,1.06522237847228,0.918068042581973,4.163626953125,5.81783056259155,12.142,900,30,3.24828021807252
2011,0.658674147707525,0.522934052992382,0.742871555738134,0.3165548098434,0.0303623483153685,0.345546744760089,1.89014199440453,1.53422437658771,7.59966015625,5.542405128479,12.551,0.358787978815877,2.48938859732049,1.99860681206171,10.1920478515625,5.3354926109314,0.718,0.328824720622246,1.13336840998986,0.947767384553366,4.32579736328125,5.80370950698853,11.833,850,30,3.58363586573163
2012,0.650999761295118,0.526360653861799,0.730143756583692,0.294420717239509,0.0421242627618467,0.403685292636628,2.03050073510233,1.6451885117425,7.81766845703125,5.5040111541748,11.905,0.406110090180998,2.62373013483833,2.14138474278525,10.3943916015625,5.28067016601562,0.574,0.40062307631332,1.28132612646239,1.01855467099642,4.56358837890625,5.7860631942749,11.331,830,29,3.7084937013735
2013,0.654734563129631,0.549646213032243,0.723400529440865,0.287472035794183,0.0846326802702642,0.315266266511989,1.91553225028765,1.57589748864312,7.5411748046875,5.553466796875,12.951,0.333313439158639,2.54608854997668,2.08612202961363,10.1953798828125,5.34887742996216,0.737,0.292474942429547,1.11921843095365,0.931547645276992,4.1892451171875,5.81183767318726,12.214,800,27,3.35274066395327
2014,0.66359092771415,0.566352728488434,0.727592421832295,0.319063114365128,0.0740514767360405,0.355599477769763,1.8698395044573,1.62415800081613,7.30972998046875,5.54055452346802,12.613,0.357867254994492,2.42724704962206,2.14208248422869,9.958771484375,5.33335208892822,0.709,0.352735558490667,1.16590342224762,0.97008409224327,3.96432080078125,5.80222511291504,11.904,805,28,3.58817780989849
2015,0.676503414630753,0.588908546837096,0.734658883162533,0.356755474205139,0.0884233837253971,0.405440370912915,2.00788798637854,1.67413805236796,7.38836669921875,5.49896001815796,12.278,0.41915823852954,2.54811639674189,2.16841233810978,10.0157216796875,5.27676391601562,0.635,0.38811641814246,1.32564700491293,1.04993138839242,4.07034594726562,5.77956628799438,11.644,790,27,3.9447600735283
2016,0.684285340891237,0.614621151405132,0.731900691637291,0.337129686122975,0.142642871669717,0.376413624164751,2.21461881070833,2.28225394630274,7.1158251953125,5.46230459213257,13.178,0.414975576232943,2.82299119849509,3.27983591725401,9.7958046875,5.20046997070312,0.784,0.327714696967383,1.44632050025653,1.02243256353539,3.73134594726563,5.79296922683716,12.394,790,27,3.57897734869603
2017,0.686262135318564,0.633613899174717,0.723449190669909,0.370178292997085,0.227798115382008,0.287743990573129,2.97986552351547,1.42429810531067,7.37252099609375,5.53478479385376,12.181,0.295626653970448,3.51781730624616,1.82653479516849,10.1514228515625,5.3208384513855,0.631,0.277789171630639,2.30049963828823,0.916323424961127,3.86311474609375,5.80497217178345,11.55,750,24,3.50005913670754
2018,0.700350086334621,0.653688762506219,0.733523582665133,0.385058640092197,0.331576390301222,0.279371648567293,3.09455384659635,1.42886691007172,7.25829833984375,5.55398225784302,12.321,0.293141273369801,3.65367793335612,1.8881355669459,10.09333984375,5.35800123214722,0.645,0.261982332938073,2.38844998683167,0.848867981449109,3.67799438476563,5.8014817237854,11.676,740,24,3.28873916711809
2019,0.697766075565438,0.643212635153139,0.735944747967086,0.36512778794658,0.353854540935078,0.276288890280771,2.8575854713216,1.40611727298708,7.23771533203125,5.5516357421875,12.429,0.285402432873588,3.33872610615754,1.77748411089807,10.062693359375,5.3502049446106,0.6,0.264779624711087,2.24996496740792,0.93712735849931,3.67012084960938,5.80601835250854,11.829,740,24,3.42314522838913
2020,0.700715079541807,0.65189871940582,0.735253261971106,0.388854992881839,0.425386414480374,0.303537122331483,2.97403858102194,1.4755717076127,7.1013984375,5.50867366790771,12.24,0.314662884670636,3.50373780648832,1.89945639260971,9.85741015625,5.29480171203613,0.603,0.289486674646369,2.30509464447346,0.940258314290621,3.6208994140625,5.77876710891724,11.637,780,28,3.7218644477806
2021,0.719959569428586,0.678315148360276,0.749653840912482,0.468747881499559,0.384264908593768,0.289951475737855,2.97841591257891,1.45275360738762,7.20536865234375,5.55314207077026,12.633,0.308316240338121,3.61052507684232,1.88932571937054,10.0753046875,5.35564947128296,0.631,0.266759072700683,2.18014101931585,0.901417579059508,3.580998046875,5.80254983901978,12.002,810,27,3.39150706943493
2022,0.722348672597168,0.686912519570046,0.747971463700583,0.505321673106908,0.384916276862586,0.280716359380792,2.95931586435959,1.47067627891705,7.1771435546875,5.54427862167358,12.918,0.305418803595975,3.58206776620403,1.90283266632947,10.1180986328125,5.33108615875244,0.629,0.249520258874649,2.17285802435409,0.924916758982542,3.46308471679688,5.81351375579834,12.289,770,27,3.38186040753902
